job_id,asset,metric_type,metric_name,value,confidence,status,timestamp
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,sentiment,overall_sentiment,-0.01399677363176878,0.511261797898391,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,confidence,overall_confidence,0.511261797898391,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,performance,execution_time_seconds,11.641861,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_sentiment,fii_dii_flows_sentiment,0.0,0.5,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_weight,fii_dii_flows_weight,0.35,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_sentiment,technical_analysis_sentiment,0.0,0.5,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_weight,technical_analysis_weight,0.3,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_sentiment,market_sentiment_vix_sentiment,0.0,0.5,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_weight,market_sentiment_vix_weight,0.2,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_sentiment,rbi_interest_rates_sentiment,0.0,0.5,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_weight,rbi_interest_rates_weight,0.1,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_sentiment,global_factors_sentiment,0.0,0.5,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,NIFTY50,component_weight,global_factors_weight,0.05,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,GOLD,sentiment,overall_sentiment,0.3013247386715341,0.7553333333333333,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,GOLD,confidence,overall_confidence,0.7553333333333333,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,GOLD,performance,execution_time_seconds,13.646118,1.0,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,GOLD,component_sentiment,technical_analysis_sentiment,1.0,0.71,success,2025-09-08T19:56:41.071103
8be02b47-8df3-4ba6-af9c-83933e7a311b,GOLD,component_weight,technical_analysis_weight,0.25,1.0,success,2025-09-08T19:56:41.071103
