timestamp,asset,sentiment_score,confidence,execution_time,status
2025-09-07T12:50:22.663840,NIFTY50,0.0,0.5,56.494199,success
2025-09-07T12:50:34.413584,GOLD,0.17571658365124174,0.660595238095238,67.734984,success
